Gene Symbol,p-value,Fold-change,Comparison,Experiment,Tissue
Slc35f1,0.901642,1.00671,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc35f2,0.107852,1.1268,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc35f3,0.299089,1.08206,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc35f4,0.00913427,1.2387,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc35f5,0.231526,1.07547,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc35f6,0.629043,1.02238,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc35g1,0.423392,-1.06358,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc35g2,0.0187069,1.09274,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc35g3,0.161686,1.14657,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc36a1,0.00148863,-1.25645,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc36a2,0.365313,-1.08409,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc36a3,0.958828,-1.00441,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc36a4,0.159331,1.05559,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc37a1,0.984384,-1.00148,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc37a2,0.116474,1.17525,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc37a3,0.709679,-1.01526,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc37a4,0.515052,-1.05092,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc38a1,0.273078,1.03818,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc38a10,0.80918,-1.01381,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc38a11,0.0199668,1.25329,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc38a2,0.945165,1.00376,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc38a3,0.134712,-1.09889,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc38a4,0.537537,1.06363,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc38a5,0.0186052,-1.24315,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc38a6,0.368629,1.17511,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc38a7,0.0539369,-1.11911,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc38a8,0.990776,1.001,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc38a9,0.0465764,1.08318,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a1,0.206444,-1.09437,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a10,0.0117796,1.1518,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a11,0.0753153,-1.15485,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a12,0.656901,1.02214,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a13,0.112817,-1.12521,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a14,0.0366434,-1.139,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a2,0.00324227,1.73848,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a3,0.200129,-1.07104,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a4,0.212958,-1.12698,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a5,0.007547,-1.25035,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a6,0.532507,-1.03337,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a7,0.536642,-1.04676,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a8,0.467934,1.1002,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc39a9,0.989501,-1.00062,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc3a1,0.033785,1.22233,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc3a2,0.0895497,-1.07532,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc40a1,0.0027602,-1.33066,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc41a1,0.214296,-1.06028,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc41a2,0.324894,1.08586,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc41a3,0.621087,-1.03471,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc43a1,0.2357,1.25825,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc43a2,0.00852824,-1.36875,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc43a3,0.016454,1.37655,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc44a1,0.31691,-1.04825,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc44a2,0.716972,1.02681,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc44a3,0.605213,1.14539,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc44a4,0.253381,-1.13164,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc44a5,0.000249014,1.5273,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc45a1,0.0476195,-1.16889,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc45a2,0.902984,1.01209,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc45a3,0.284686,-1.14073,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc45a4,0.00210393,-1.21894,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc46a1,0.25906,-1.0923,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc46a2,0.205318,1.13628,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc46a3,0.150658,1.08554,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc47a1,0.10327,-1.41095,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc47a2,0.0362274,-1.2791,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc48a1,0.00263815,-1.20702,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc4a1,0.369554,1.05999,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc4a10,0.049961,1.09071,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc4a11,0.195197,-1.1191,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc4a1ap,0.0447258,-1.11654,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc4a2,0.0579142,-1.17558,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc4a3,0.0343844,-1.21018,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc4a4,0.612009,-1.02153,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc4a5,0.885092,1.01036,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc4a7,0.00178443,1.19478,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc4a8,0.0958713,-1.16591,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc4a9,0.854938,1.01934,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc50a1,0.327,-1.06595,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc51a,0.21852,-1.11597,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc51b,0.681057,1.03606,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc52a2,0.0120873,-1.23249,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc52a3,0.0316952,-1.26135,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a1,0.917494,1.00822,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a10,0.485747,1.09119,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a11,0.600372,-1.0576,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a12,0.124312,1.12403,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a2,0.076923,-1.23975,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a3,0.81345,1.01389,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a4a,0.576263,-1.03854,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a4b,0.0356037,1.2002,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a5,0.362875,1.08995,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a6,0.0160159,-1.18238,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a7,0.0300608,3.24678,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a8,0.991876,1.00079,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc5a9,0.789125,-1.026,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a1,0.733445,1.02503,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a11,0.285656,-1.03471,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a12,0.267628,-1.31039,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a13,0.314378,-1.33725,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a14,0.70138,1.02642,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a15,0.0439134,1.10269,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a16,0.243341,-1.09531,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a17,0.099663,-1.12577,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a18,0.12937,1.13136,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a19,0.52699,-1.05072,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a19os,0.851884,-1.01673,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a2,0.8584,1.01775,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a20a,0.410668,-1.41725,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a20b,0.0684965,-1.16995,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a3,0.616112,1.2525,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a4,0.0992398,-1.13201,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a5,0.471841,1.06159,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a6,0.0475549,-1.08364,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a7,0.609859,-1.03492,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a8,0.199032,-1.10228,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc6a9,0.136007037,-1.199015,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a1,0.15239,-1.10947,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a10,0.0442421,-1.15046,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a11,0.693352,1.04421,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a12,0.130703,1.08963,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a13,0.000819604,-1.31557,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a14,0.780546,1.01203,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a15,0.968667,-1.00346,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a2,0.105994,1.14733,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a3,0.667332,1.03615,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a4,0.142679,-1.13839,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a5,0.010519,-1.2423,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a6,0.536605,-1.03552,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a6os,0.746003,-1.01554,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a7,0.935077,1.00644,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a8,0.263058,-1.11358,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc7a9,0.0885505,-1.17747,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc8a1,0.0128606,1.10217,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc8a2,0.0146,-1.27146,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc8a3,0.947866,1.0027,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc8b1,0.363079,-1.06064,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9a1,0.00088588,-1.42133,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9a2,0.457269,-1.13467,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9a3,0.443649,-1.07693,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9a3r1,0.589695,-1.04236,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9a3r2,0.0516489,-1.19014,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9a4,0.711571,1.0367,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9a5,0.0113689,-1.2401,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9a6,0.0574557,1.08932,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9a7,0.432044,-1.04353,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9a8,0.0124242,-1.15793,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9a9,0.11153,1.0931,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9b1,0.249918,1.11383,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9b2,0.532941,1.05337,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slc9c1,0.358484,1.05211,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco1a1,0.51873,-1.04041,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco1a4,0.998427,1.00022,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco1a5,0.296585,1.07718,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco1a6,0.782003,1.02262,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco1b2,0.179017,-1.10947,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco1c1,0.40588,-1.09498,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco2a1,0.882055,1.01088,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco2b1,0.54853,-1.0455,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco3a1,0.00359297,-1.2798,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco4a1,0.498356,-1.10102,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco4c1,0.00768909,1.28611,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco5a1,0.851053,1.03047,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco6b1,0.223413,1.07973,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco6c1,0.221766,1.11333,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slco6d1,0.275325,1.08743,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slf1,0.0391481,1.20151,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slfn1,0.996303,1.0004,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slfn10-ps,0.996796,-1.0004,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slfn14,0.813226,1.0193,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slfn2,0.769682,-1.03086,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slfn3,0.515537,-1.0585,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slfn4,0.941111,-1.00584,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slfn5,0.128203,1.17448,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slfn8,0.379162,1.06946,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slfn9,0.968408,-1.00276,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slfnl1,0.504242,1.06079,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slirp,0.00539466,1.14711,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slit1,0.116549,-1.14683,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slit2,0.911832,-1.01263,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
Slit3,0.0389312,-1.30327,Pac1 KO Non-stressed vs Pacap KO Non-stressed,2019.03 1hr restraint hypothalamus,Hypothalamus
